product_name,user_name,user_job_title,user_industry,user_company_size,used_years,rating_overall,rating_ease_of_use,rating_customer_support,rating_features_functionality,rating_value_for_money,rating_likelihood_to_recommend,review_title,review_time,software_pros,software_cons,software_overall_experience,software_comments,software_recommendations,product_id
Clinical Studio,Verified Reviewer,,Pharmaceuticals,51-200 employees,6 months,5.0,5.0,5.0,4.0,5.0,5.0,A Prodigious EDC tool,"Nov 24, 2018",Pros: Data Manager is the showstopper of Clinical Data and with Clinical Studio you rule the clinical data world.,Cons: I don't think Clinical Studio has any section which one would like the least.,Overall: Clinical Studio has ticked all my bucket list of a fair EDC rather it would is an exceptional EDC tool.,,,3
Clinical Studio,Jillian D.,Data Manager,,,2+ years,5.0,5.0,5.0,5.0,5.0,5.0,Clinical studio is a fantastic EDC. Our clients love it and we do too!,"Apr 23, 2018","Pros: It's so easy to talk to an actual person. You don't have to search through articles or submit dozens of tickets. Our representative is so great. He is incredibly knowledgable, responsive, and patient. I love that Clinical Studio takes suggestions, I've even seen a few of mine go into production. They are so receptive and eager to please they are willing to update their software to make it easier for their customers. The actual EDC is so easy to use, our clients  love it! It is clear, concise, and very easy to navigate. ",Cons: The only thing I don't like is on the dashboard report you cannot filter by more than one site at a time.,,,,3
Clinical Studio,Laurie J.,Clinical Data Manager,Pharmaceuticals,501-1000 employees,6 months,5.0,5.0,5.0,5.0,5.0,5.0,Highly Recommend! ,"Jan 06, 2017","Pros: It is simple and intuitive but accomplishes complex tasks.  I love that database development is so simple, including the programming of edit checks.","Cons: I would like to have some options within the normalized tables that aren't currently available (hide, disable conditional actions).  I am just getting started with Conditional Actions and don't have a strong opinion, as I'm still on a learning curve.","Overall: I have built databases using SAS and Oracle Clinical, and have used many other systems.  Clinical Studio is by far my favorite.  The Customer Support is better than anything I've seen, literally, they are always just a phone call away and go above and beyond to make sure their clients are happy.  Clinical Studio is always seeking to improve their products and are always ready and willing to hear new ideas, and often incorporate them.  I love this product and support staff.",,"Recommendations to other buyers: No advice, just keep doing what you're doing.  Love that you listen to customer feedback and are always looking for ways to improve.",3
Clinical Studio,Sharona S.,Sr. Clinical Project Manager,Medical Devices,1-10 employees,6 months,4.0,5.0,5.0,4.0,5.0,4.5,I'm a developer working closely with one of the customer rep. Your customer support is more than 5 stars!,"Aug 29, 2017",Pros: CTM tools that can be built and are part of the study. Sites like it a lot. I like the enormous options for data collections and tools to ensure data accuracy. We had one site testing your system and they literally love it. They like the simplicity.,"Cons: Table tools. I wish this tool would be less strict. Forms library - consider extending the public forms builders can use and help feature; in general is very comprehensive, intuitive and visual which helps a lot, consider having a 'search' option with free text.",,,,3
Clinical Studio,Eric K.,,,,,5.0,5.0,5.0,5.0,5.0,4.5,Clinical Studio receives A+ from Acumen Healthcare,"Jan 09, 2017",,,,"Comments: Acumen Healthcare has used Clinic Studio to conduct all of our clinical trials for the past three years and couldn't be happier.  Clinical Studio contains the same feature set as other clinical trial software offerings but at a fraction of the cost. Having the ability to easily build studies that are regulatory compliant at reasonable rates, has allowed our business to thrive.  Clinical Studio can be used for all types and sizes of clinical trials.  Acumen has conducted studies for small start-up companies all the way up to large multi-billion dollar companies.  The responsiveness and client first mentality of their support and development teams has confirmed that using Clinical Studio was the right decision.  If you are in the business of conducting clinical studies, then Acumen would highly recommend Clinical Studio for your next clinical trial.",,3
Clinical Studio,Lucy S.,Data Management Consultant,Biotechnology,Self-employed,6-12 months,4.0,4.0,5.0,3.0,5.0,3.5,Great for studies needing fast start-up and a simple but effective EDC option,"Aug 18, 2018","Pros: Set-up of the CRFs is very simple, as is basic edit checking. The help-guides are comprehensive and easy to follow. Customer service is outstanding!","Cons: There are minor quirks that require workarounds, but these are made transparent and are not ""show-stoppers.""",Overall: We are using Clinical Studio for 3 small studies and have found set-up and maintenance to be extremely easy. The system is a great solution for studies needing fast start up and a cost effective solution. The Clinical Studio team has been very responsive and helpful throughout each build.,,,3
Clinical Studio,Ravi S.,Director of Research,Hospital &amp; Health Care,11-50 employees,6-12 months,5.0,5.0,5.0,5.0,5.0,5.0,Very good so far.  Am very grateful to my rep who has been extremely supportive from day one. ,"Jul 21, 2017","Pros: Once one learns how to use it, it becomes quickly apparent that it is  logical in design and layout, and  very felxible. It can be easily customised to suit one's needs. The fact it is readily amenable to statistical analyses such as SPSS or SAS is another huge plus. ",Cons: Hard to remeber the what each tabs represent. Like most other EDC program there is quite a steep learning curve initially.  ,Overall: Great customer support from my rep. ,,,3
Clinical Studio,Anthony A.,Associate Director of IT and Informatics,,,6 months,4.0,4.0,5.0,5.0,5.0,5.0,Great learning experience in a different discipline of informatics.  Support A+.  Give support staff a Raise.,"Mar 08, 2018","Pros: The software is highly configurable with options for web and mobile devices.  I like the upload image, sound, barcode scanning, and tracking features which allow one to implement a wide range of sites, including home study.",Cons: Form design.  It is often difficult to use.  Making _ipad _iphone forms from the original. There must be a better way to do this.  Lack of Android support.  I do not want to pay for iPads for sites.,,,,3
Clinical Studio,Susan H.,,,,,5.0,4.0,5.0,4.0,5.0,5.0,Great product!,"Jan 21, 2017",,,,"Comments: I used Clinical Studio for several projects, including global phase III trials.  We found the team at CLSDS superb to work with and very willing to make adjustments or add features we needed.  Clinical Studio offers all the regular features of bigger more costly EDC systems but also offers iOS apps, randomization, coding, email alerts, great reporting functions, and more.  This is by far the best product available for the price.",,3
Clinical Studio,Susan P.,Quality Assurance Specialist,,,6 months,5.0,5.0,5.0,5.0,5.0,5.0,I enjoy advancing my education and use of Clinical Studio.,"Mar 08, 2018",Pros: I like the support and training I receive. I am a beginner and have been made to feel like I have been building databases for longer than I have.,,,,,3
Data+ Platform,Lior G.,Data Manager,Hospital &amp; Health Care,"5001-10,000 employees",2+ years,5.0,5.0,5.0,5.0,5.0,5.0,Very satisfied,"Mar 12, 2019","Pros: Our prior solution was an in-house build. Changing the database or creating reports had to be done in code, and the software itself was painstakingly slow. After switching over to Data+, I was really impressed with how easy it was to use. Making changes and exporting reports requires absolutely no code and takes seconds. Within a few clicks I can filter the database, save the datasets I use frequently and apply small changes to them when needed.","Cons: There are a few features that could be added. For example, an option to define specific forms as repeated, meaning that the data stays the same throughout all visits.","Overall: Data+ has been a real time saver for us, saving many hours of work each week. Our coordinators can focus on the patients, and I can focus on the data.",,,4
Data+ Platform,Avraham B.,Project and Documentation Manager,Biotechnology,51-200 employees,2+ years,4.0,3.0,5.0,3.0,5.0,3.5,DataPlus,"Mar 19, 2019",Pros: Software is very configurable and easy for the user to modify to make software align with the business processes.,Cons: Software is not validated,"Overall: DataPlus is used to support the laboratory functions such as capturing data  for the manufacturing, purification and analysis of biopharmaceuticals",,,4
Data+ Platform,Inna M.,Study Coordinator,Hospital &amp; Health Care,"5001-10,000 employees",1-2 years,5.0,5.0,5.0,5.0,5.0,5.0,Data+ Review,"Mar 12, 2019","Pros: We send our patients feedback documents to engage them in the study and encourage participation. There is an option in the system to create documents with variables that are filled automatically with the data collected from the CRFs.  I used to do it manually so this saves me a lot of time,",Cons: It would really help if there was a way to automatically send the patient documents after their CRF has been completed. Right now it's manual.,"Overall: After learning the basics and setting up everything I need, it has really helped me do my job more efficiently. ",,,4
Data+ Platform,Alissa L.,Study Coordinator,Hospital &amp; Health Care,"5001-10,000 employees",1-2 years,5.0,5.0,5.0,5.0,5.0,5.0,Great tool for patient management,"Mar 12, 2019",Pros: It's really easy and intuitive to create screens for myself that I use to manage my daily tasks and patients. I also like the fact that I can send my patients surveys for intermediate followups.,Cons: Haven't found anything major that I dislike.,"Overall: I use Data+ mainly to keep up on my patient follow-ups, and to make sure that the CRFs are being filled-in on time.",,,4
Data+ Platform,Marco A.,MD PhD,Hospital &amp; Health Care,201-500 employees,2+ years,5.0,5.0,5.0,4.0,5.0,4.5,Nice and useful experience,"Mar 19, 2019",Pros: The Data+ Platform is easy to use and simple to fill in the data.,Cons: At the beginning the system was slow and sometimes you couldn't save the data. They fixed these issues and now all is perfect and I have no problems.,Overall: In conclusion my experience has been very positive.,,,4
Data+ Platform,Svetlana S.,Clinical Research Coordinator,Hospital &amp; Health Care,1001-5000 employees,1-2 years,4.0,5.0,5.0,4.0,5.0,2.5,good Platform,"Mar 25, 2019","Pros: The Data+ Platform is easy to use. I like the Options for search, filter and sort the data.",Cons: overview of the entries. I would like to see how many of the entries belong to each category without filter data first. ,,,,4
Data+ Platform,Jasmin S.,Doctor,Hospital &amp; Health Care,"10,001+ employees",6 months,4.0,4.0,4.0,3.0,5.0,3.5,Data+ Platform is a helpful tool to simplify and speed up data collection. ,"Mar 23, 2019",Pros: The user-friendly interface makes the data entrance and management easy and fast.,"Cons: Some questions could be more precise and the option ""other"" should be selectable more often.",,,,4
Data+ Platform,Sarah S.,Study Nurse/Coordinator,Hospital &amp; Health Care,1001-5000 employees,6 months,4.0,4.0,5.0,4.0,5.0,4.0,Revier data+ plaform,"Apr 11, 2019",Pros: It is an easy  and  self-explantory crf.,"Cons: It would have been nice, if you can save the form eben without the marked fields.",,,,4
DocuPhase,Everette B.,Attorney  at Law,,,2+ years,5.0,5.0,5.0,5.0,5.0,4.5,Have been using for at least 10 years and it is a very valuable tool for our office,"Mar 29, 2018",Pros: We have used the software to store our closed files for a number of years and it is very nice when we need a back file to be able to bring it up very quickly and easily.  It is easy to find any page in the file we night need and to email or copy any or all pages of a document. We no longer have to go to the attic to retrieve a file and manually search through the file foe the document you need. It is there at your finger tips with a few key strokes. The program saves a lot of space and time. Very glad we have it.,Cons: Not being able to scroll through a file is my first complaint. Not being able to add document to a file has been a major issue.  Indexing of the file is very time consuming process.  You need to have character recognition should be a part of your program. With OCR it would be much quicker to scan old file in to the program. Having to log in and out of the program is also a feature I do not like.  To my knowledge you offer no training with the program so I am sure there are lot of features we do not know how to use. The vendor that sold the program to us has tried to train us but like most programs you only learn about 10% of the features offered.,,,,5
DocuPhase,Harsha V.,Sharepoint Administrator,Insurance,501-1000 employees,6-12 months,4.0,5.0,5.0,5.0,4.0,5.0,Awesome! It's been amazing experience to work with:)Great Supporting team! Would highly recommend!,"Mar 29, 2018","Pros: + If you need to go paperless, automate operations, or implement Robotic process automation this is the best software in Contemporary Market world.",Cons: -&gt; Performance: It is taking couple of minutes time to load large documents (No Performance issues on small files).,Overall: Paperless &amp; Automate operations.,,,5
DocuPhase,Chandra W.,President,,,2+ years,4.0,4.0,4.0,4.0,4.0,5.0,DocuWOW!!!,"Mar 29, 2018","Pros: We selected DP as a way to manage documents internally, track notes on job files, and basically centralize all aspects of the file.  We also are able to assign tasks to every employee and give them a daily worklist. DP also tracks the history of the file, so we can see where breakdowns in communication occur. We can also see prior version of documents so we can restore documents as needed. We looked at many systems and this seemed to work best and was was able to be customized to our needs. We have not lost any file folders since this started!","Cons: our old file data was not migrated to the system so anything older than 2013 was not searchable. some of the report functions do not work well for us. we are trying to implement new functionality to reduce redundancy and it is not going as well as we hoped. if the internet is down we cannot use the web based interface. We also do not know what will happen if we ever decide to migrate from this system, I do not know how we would access the data.",,,,5
DocuPhase,Pam C.,Data Analyst,,,2+ years,5.0,5.0,3.0,3.0,5.0,5.0,"Once the software is set up for your needs, it is very easy for the end user to use.","Apr 05, 2018","Pros: The software has several features that you can use.  From making your own forms, workflow and progression. We have not used any of the other features it has.  Looking forward to in the future. But for document management it is virtually no maintenance to it.","Cons: I do wish they had free online classes that you could take for iforms, workflow and progression. That way we as a company can see if any of those items we could use. The software does lack the ability to pick and choose from a found set. For example a combo box.","Overall: We had an outside company do our scanning for us and we could never find the documents when they came back from being scanned. For example: and STR means to allot of people street. To us here at the property appraiser office it mean section, township and range. ",,,5
DocuPhase,Verified Reviewer,,,,2+ years,5.0,4.0,5.0,4.0,4.0,4.5,Always a positive experience when speaking w/ support.  AD synch needs to be better &amp; more reliable.,"Mar 29, 2018",Pros: Synchs with AD and security is easy to set up.  Documents easy to find most of the time.  Love the flexibility of in creating customized drop down lists and applications for storing documents.,Cons: Text searches will not return no data if the text is not exactly as it is in the database.   Online help should take me to help for the version I am using.  instead it takes me to help for the latest version which may or may not apply to the version that I'm currently on.  Customers can't always upgrade precisely when a new version is release so the help link should be version specific. ,Overall: Security.  Flexibility.  Customizable.,,,5
DocuPhase,Marci W.,Dir. of Finance and H.R.,Non-Profit Organization Management,1-10 employees,2+ years,5.0,5.0,5.0,4.0,4.0,5.0,Installation and staff were pleasant to work with and very professional.,"Apr 06, 2018",Pros: The program is easy to use once you have everything set up. I have many donor and vendor files stored in iSynergy and love the ease of use. I can locate stored files with just a few keystrokes!,Cons: I would like the ability to print certain/select pages of a document instead of having to print the entire document. My workaround is to save the file on the network drive and then select the particular pages I want to print. I am also not able to email my stored files for some reason.,"Overall: We were able to store our donor, vendor and employee files electronically and get rid of all of the majority of our filing cabinets. This also helps with our annual audit in the fact that a file can be viewed online instead of digging through old files to locate requested items.",,,5
DocuPhase,Christy V.,Finance Manager,,,1-2 years,5.0,5.0,5.0,5.0,5.0,5.0,"Great software that is easy to use, easy to customize and comes with a great support team. ","Apr 05, 2018","Pros: I love how easy it is to make changes to a process and how easy it is to work with the software.  We have greatly reduced the amount of emails, but using DocuPhase has allowed us to take control over our processes and promote consistency throughout multiple offices, as well as allowing us to see the areas where we struggle.  ","Cons: I don't have any complaints about the software.  We have found a few little ""glitches"", but DocuPhase has always addressed them and either resolved the issue or have escalated to development services.  My only complaint would be that I don't even know all of the capabilities, there's so much it can do and we've only scratched the surface. ","Overall: Consistency and compliance- by using this software we have taken control of our workflows, processes, policies and procedures.  We've improved efficiency, reduced workloads and reduced expenses of creating, storing and filing paper files and documents. ",,,5
DocuPhase,Richard Q.,System Admin,,,1-2 years,4.0,5.0,3.0,4.0,2.0,5.0,my experience has been good thus far with docuphase. ,"Mar 29, 2018",Pros: I like that it is a web based application with easy for control for user access. I also like the import mapper tool for easy and bulk entry into docuphase.,"Cons: If you wanted to setup a DR site with a server with docuphase already configured. If the primary server goes down you can instruct your users to the DR site docuphase and have no loss of work or time.  Currently to have this setup docuphase will charge you for both as if it was another full suite. I disagree with this and licensing/price around this. It was to costly for us to buy a DR license on top of the primary,  it would be really nice to have.  It would be nice for docuphase to go easy on the price if a company wanted to have a DR docuphase server. ",,,,5
DocuPhase,Jerome G.,Director of Print Fulfillment,Hospital &amp; Health Care,1001-5000 employees,2+ years,5.0,4.0,4.0,5.0,4.0,4.5,"Easy user adaptation, system could run a little faster though.  Too much lag time sometimes","Apr 02, 2018","Pros: Central Repository, Progression.  Admin duties are relatively quick to pick up and learn.  Alerts and real time statuses are the perfect way to get buy in from Departments new to the concept.","Cons: Patches take too long.  Wish they would get feedback from users as to what is not working well for them.  Wait is too long for iDatix customer support, bad for keeping day to day business afloat.  Speed needs improvement.","Overall: Each manager/director within a department can now have accountability for their department as well as each employee.  Through rules based workflow and tracking via logs, each function can get closer to achieving operational efficiency.",,,5
DocuPhase,Kevin J.,I/T Management Consultant,Government Administration,11-50 employees,2+ years,5.0,5.0,5.0,4.0,5.0,5.0,All in One,"Apr 21, 2019","Pros: This is a wonderful document management application.  Our company were still using the older out dated ScanDox , iSynergy  and server.  Now that we've Windows Servers and SQL, and workstations we upgraded Docuphase.  Great improvements in both applications, especially iSynergy.  There is no longer the need for plugins, the interface is sleeker and much faster. Document searches are much faster.   The customer service for the upgrade and support was incredible.  That is the norm for this company.  The upgrade and roll out was well planned and coordinated. ","Cons: Not the cheapest solution, but most the costs were because we were so behind the curve with their upgrades as well as our servers and databases.  ","Overall: My overall experience with DocuPhase has been nothing but great.  From customer service, ease of use and  quick response times they top notch. ",,,5
DocuPhase,Verified Reviewer,,Religious Institutions,11-50 employees,2+ years,4.0,3.0,4.0,4.0,3.0,5.0,"Fairly powerful, easy to organize files but difficult to set up and high learning curve","Mar 29, 2018","Pros: The ability to link files across applications is great. You can click on a PO number and view the PO, any invoices related to the PO, and any receipts that individuals have scanned in. ","Cons: Browser compatibility is not great, many of the features are only available on IE, and must be set up in a specific way. Also, the mobile app used for scanning receipts has not been updated in a long time, and it does not work with iOS 11. ",,,,5
DocuPhase,Verified Reviewer,,Hospital &amp; Health Care,1001-5000 employees,2+ years,4.0,4.0,4.0,5.0,5.0,4.0,Overall Success,"Apr 05, 2018",Pros: This product has proven to be very adaptable for our vast business needs. The in-depth ability to track within the workflows and documents is also an attractive feature.,"Cons: Load times can sometimes cause issues, in addition to hang-ups, where certain services must be restarted. ","Overall: The ability to track projects and tasks through this software has helped with visibility and streamlining of the end users' time, allowing them to be more productive as a whole. ",,,5
DocuPhase,Arthur A.,Management Accountant,,,1-2 years,5.0,5.0,5.0,5.0,5.0,5.0,The team at Docuphase are able to solve every idea I have and the software is a massive time saver.,"Mar 31, 2018",Pros: The flexibility of the forms along with the workflow make it great for getting proper approvals for your processes but also automating the actual task linked to the form.,Cons: Probably the only thing I don't like is that I normal users don't see the progress of items they have processed once they have gone on to the next person without checking the actual document.  Again docuphase have ways of showing this both by just giving more access or via a custom form.,Overall: Our volume doubled since we chose Docuphase yet we have not needed to hire any additional staff yet.  Staff have become accountable for their errors and we have been able to implement changes to our workflow to prevent any mistakes intentional or not.,,,5
DocuPhase,Michelle P.,Corporate Controller,,,2+ years,4.0,5.0,5.0,4.0,4.0,5.0,Docuphase has been a great partner to create efficiencies in our Accounts Payable process.,"Mar 29, 2018","Pros: The Docuphase team are fantastic collaborators, as we look for solutions together. The Docuphase software is very intuitive yet flexible to allow for customized solutions. ","Cons: The software could be a bit smoother regarding the integration of the approval forms, and some functionality (e.g. emailing invoices) could be more user friendly.",,,,5
DocuPhase,Verified Reviewer,,,,2+ years,5.0,5.0,5.0,4.0,5.0,4.5,Docuphase delivers the most Document Management and ECM bang for the buck!,"Apr 10, 2018","Pros: Docuphase is almost a 100% perfect product, missing maybe 2 feature evolutions  out of all that the industry has to offer.  To be this close to perfect is saying something!","Cons: Needs better support for Kofax VRS scanners, and could use 1-2 other upgrade enhancements.  This software doesn't miss much, and should rule the Document Management arena.","Overall: We got great Document Management, to a really advanced degree,  super Electronic Forms tools and an automation workflow toolset that allows us to do much more with less, far better than other document management tools we've tested.",,,5
DocuPhase,Eri I.,Technical Solutions Designer,Insurance,1001-5000 employees,2+ years,5.0,5.0,3.0,4.0,3.0,5.0,Great software with great opportunities for evolved document management ,"Apr 02, 2018",Pros: I like how versatile it is and how much you can customize despite being out of the box. Many features and great support teams ,"Cons: We have had some issues with upgrades through the past, where the support teams have had issues finding solutions to quite simple bugs that were prominent even before upgrading ","Overall: Versatile workflows, easy UI with great intuitive design",,,5
DocuPhase,Tim B.,IT Supervisor,,,1-2 years,4.0,3.0,5.0,4.0,3.0,3.5,Young company making big strides,"Mar 29, 2018",Pros: The software has a lot of possibilities. The support team is fantastic in keeping you on the right track with issues and problems. I see a multitude of growth moving forward with this young company.,Cons: Lots of moving pieces which can get confusing which part does what. We have over 6 divisions which due to work flow can require different methods. I would like to see their software completely integrated into one package instead of so many pieces. ,Overall: Way to manage our documents in Accounting and Purchasing,,,5
DocuPhase,Keith U.,Accounting,Accounting,201-500 employees,2+ years,5.0,5.0,5.0,5.0,5.0,5.0,Excellent Document Management Software,"Mar 29, 2018",Pros: We use Isynergy at work.  It is a great software for reviewing documents and recovering old invoices whenever a question arises.  ,Cons: There are no shortfalls with the software that I have encountered.  It retrieves documents quickly and accurately.  ,Overall: It saves me time from having to look for a physical copy of an invoice.  ,,,5
DocuPhase,Billy C.,IT,,,2+ years,5.0,5.0,4.0,4.0,4.0,5.0,Product works very well,"May 09, 2018","Pros: Very stable, and easy user interface like being able to do query's for information and love the global search.",Cons: Need better support for different versions of browsers and also liked the name iSynergy for the actual product better than Docuphase.,,,,5
DocuPhase,Verified Reviewer,,,,1-2 years,5.0,3.0,5.0,5.0,5.0,5.0,"Our company utilizes PerfectForms, which I have no experience with.  However, I love their support!!","Mar 29, 2018",Pros: It integrated without databases and website seamlessly.   I had no experience with PerfectForms so I rely heavily on their excellent online tools and their support team.   Their support will work around your schedule.  If you don't have staff or resources to create the online form Docuphase is the best choice. ,Cons: This is a difficult question for me because I have no experience with it or software of this type.  ,"Overall: Easy to maintain, excellent support and cost efficient. ",,,5
DocuPhase,Ian F.,Senior systems analyst,,,2+ years,4.0,4.0,4.0,4.0,4.0,5.0,Software has improved since the beginning when we first started using software,"Mar 29, 2018",Pros: Web site usability has improved since the days of iSynergy software.  Use of HTML5 will really help once deployed to our agency.,Cons: Licensing issue named vs cocurrent option available  and watermark ability on documents is very limited,,,,5
DocuPhase,Verified Reviewer,,,,2+ years,4.0,4.0,5.0,5.0,4.0,5.0,Very functional tool and great support,"Mar 29, 2018",Pros: I love the customization search features. It allows me to search at a more granular level. Excited to see how advanced this product becomes after a couple more advances and iterations.,"Cons: The processing speed is my only con to this software. However, the speed could be an issue on my network side so, its safe to say that I don't have any cons.",,,,5
DocuPhase,Kris E.,Controller,Hospital &amp; Health Care,51-200 employees,6-12 months,5.0,5.0,5.0,5.0,4.0,5.0,We've been using the system for six months and so far our experience has been great.,"Apr 06, 2018",Pros: I really like the automation of the system and the workflows.  I have seen a reduction in data entry errors and has been a great time saver in chasing down approvals.,"Cons: For me, there are only two cons with the system: (1)  occasionally it'll get really slow and may take longer to generate the form.  Support has been great at resolving with it does happen. (2) I'm on the West Coast and Support is on the East Coast, so if it's late in the day, there may be a delay in response.",,,,5
DocuPhase,Kathryn B.,Junior Accountant,,,6-12 months,4.0,4.0,4.0,4.0,4.0,5.0,We had to challenge our business processes to create efficiencies.,"Mar 29, 2018",Pros: I like how easy it is to pull documents from our accounts receivable cabinet.  I also found the document management training at DocuPhase to be very beneficial.  It will be great to see the finished product of the online training and library.,"Cons: I do not like how we have to use three external softwares to integregrate and process payments within DocuPhase.  If one software is down, then the whole check process is at a standstill until the software is fixed.  It also requires you to have knowledge about all of the different systems so that you can find workarounds but if you do not work in the system often, then it is difficult to find the workarounds yourself.  Furthermore, I find that the software has had issues with compatibility with our virtual environment, which has disrupted the flow of our processes.",,,,5
DocuPhase,Tina W.,Records Specialist,,,2+ years,5.0,5.0,5.0,5.0,5.0,5.0,I use DocuPhase daily to view scanned documents,"Jul 10, 2018","Pros: Easiest way to go paperless.  I use ScanDox to scan documents that are stored in DocuPhase.  Once you pull up the program, you just enter the data in the searchable application and electronic documents pull right up.  You can view on screen, save it for later or print out if needed.",Cons: The least I like about DocuPhase is the lack of being able to do random searches of each application for quality assurance.  ,,,,5
DocuPhase,Dian R.,Integra development manager,Oil &amp; Energy,11-50 employees,2+ years,4.0,5.0,2.0,5.0,3.0,5.0,"great product, has a lot of functionality.","May 08, 2018","Pros: Docuphase can be configured to meet most business needs.  There are features for importing and exporting documents, character recognition,  and capturing data on forms.  The work flow process is extensive and user configurable.  Docuphase is web based so that the images and index values can be accessed from anywhere.",Cons: Installation and update procedures  are overly complicated needing an IT professional to implemement.  Changing the sort order of the search results is cumbersome and is not intuitive. Support requests are not always answered in a timely manner and it takes too long to escalate a call to advanced support.  When editing indexes in Docuphase only user defined lists are available for lookups.  ,Overall: the ability to create a paperless office.,,,5
DocuPhase,Jeremy S.,VP Finance,Food &amp; Beverages,501-1000 employees,6-12 months,4.0,5.0,5.0,4.0,4.0,4.5,Help solve business challenges and support is excellent. Can automate nearly anything. ,"Mar 29, 2018","Pros: Can be used to automate and store documents for any process, department or team and has outstanding integration capability. Highly expandable in regards to progression workflows and document storage containers. ","Cons: Web form has limited ability to customize. It is functional, but could use a face lift and functionality overhaul. ","Overall: Helps scale business process, automate data-oriented tasks and is flexible enough to use anywhere in our organization. ",,,5
DocuPhase,Andre S.,Director of Professional Services,Business Supplies and Equipment,51-200 employees,2+ years,5.0,5.0,5.0,5.0,5.0,5.0,Unparalleled functionality and seamless integration,"May 14, 2018","Pros: DocuPhase is the easiest-to-use document management and workflow automation solutions I have ever worked with (and I've worked with over a dozen.) From it's browser-based interface to it's broad integration capabilities with line of business applications, DocuPhase helps to put content and information at your fingertips - saving time and money.","Cons: Honestly, not anything that I can think of. I would like to see expanded integration with Windows, Outlook, and the Microsoft Office suite. ",,,,5
DocuPhase,Verified Reviewer,,,,1-2 years,4.0,4.0,5.0,3.0,3.0,3.0,"Decent human workflow process, usable with minimal technical knowledge","Apr 09, 2018",Pros: It is very easy to use. It is clear that it was developed to be used not by developers or even remotely technical individuals. The product is very well thought out and is able to solve a lot of business requirements.,"Cons: Due to the fact that it is quite a specialized product, it isn't flexible enough. A lot of business logic and requirements needs to be done by professional services. Once pro services are in play, the ease of use and value of money quickly lessens.",,,,5
DocuPhase,Aaron S.,Office Manager,,,2+ years,3.0,4.0,1.0,3.0,4.0,3.0,"The program is very useful, but when there is a problem that I can't solve in-house, it's difficult.","Mar 29, 2018","Pros: Customization capabilities, ease-of-finding results, search capabilities, scalability, when iLink works it saves a ton of time","Cons: iLink is EXTREMELY temperamental - at best - and works only 10% of the time. When there are problems with ScanDox/Upload Manager, the solution that fixed the problem the time prior doesn't always work, which leads to a tech support request .","Overall: Saving time, providing all of our hard-copied data at our fingertips digitally. ",,,5
DocuPhase,Patricia G.,Oil and Gas Accounting Tech,Accounting,11-50 employees,2+ years,3.0,4.0,2.0,4.0,3.0,3.5,Docuphase is user friendly.  It's fairly easy to learn the system.,"Apr 04, 2018",Pros: It is reliable in retaining data.  I've never encountered a problem finding  past entries.  Most programs get bogged down in too many steps.  Docuphase is simpler to master.,Cons: The software should be made to recognize duplicate entries.  It does not prevent duplicate entries which wastes time once the error is found.,Overall: This software makes data entry more streamlined and efficient.  It saves time and makes data available to all users in our organization from town to field.  The retention of this data is essential to record-keeping in our company.,,,5
DocuPhase,Alanna R.,Director of Operations,,,6 months,5.0,4.0,5.0,5.0,5.0,5.0,It's been a smooth process with an accomplished team from Docuphase from Sales to Implementation.,"Mar 29, 2018",Pros: It can easily accommodate our complex workflows including integration with our CRM. We'll be able to use this product throughout all areas of our organization.,"Cons: This isn't really a con, but something to be aware of with any robust software. Since the system can handle complex and varied workflows, it takes time to configure and thoroughly test, but Docuphase is there to help every step of the way.",Overall: We're able to take paper heavy processes and make them electronic. It's a huge efficiency boost and helps make our process more scalable.,,,5
DocuPhase,Verified Reviewer,,,,1-2 years,4.0,5.0,3.0,5.0,5.0,4.0,"Implemented DocuPhase for multiple uses at customer sites.  Good product, efficiency improvements.","Mar 29, 2018",Pros: The software provides features that are common on some of the more popular big-name (and costly) competitors.  The interfaces were easy for the users to learn.,"Cons: The support tends to be inconsistent based on who with the company is providing it.  This may be remedied now, but was an issue previously during some implementations.",,,,5
DocuPhase,Chad N.,IT,Chemicals,501-1000 employees,6-12 months,4.0,4.0,4.0,4.0,5.0,3.5,"Docuphase is a solid workflow system for routing, approving, and paying  AP invoices.","Apr 02, 2018",Pros: Everything is electronic with audit trails.   Long term document storage is electronic.  Eliminated the need for physically mailing and storing paper documents.,"Cons: Implementation took longer than expected.  Once live, we ended up with a solid solution to our business need.",Overall: Speedier processing of AP invoices,,,5
DocuPhase,Verified Reviewer,,Insurance,501-1000 employees,6 months,5.0,5.0,5.0,5.0,5.0,5.0,Great product,"Apr 05, 2018",Pros: The company now uses less paper. We are saving money and time. ,"Cons: There is learning curve but easy to learn and understand. We have to implement change in the organization, ",Overall: Saving money and time.,,,5
DocuPhase,Russ W.,"Vice President, Operations",,,1-2 years,2.0,2.0,2.0,2.0,2.0,5.0,I find the DocuPhase application to be clunky and shows a serious deficiency in usability.,"Apr 06, 2018",Pros: The ability to apply files to DCF in a semi-automated fashion.  It has the capability to audit users actions withi,Cons: Navigation through the application is not intuitive and cumbersome.  The validations on data entry seem to miss the fact that the end goal is a valid application to the state.  The approval process is too lengthy.  ,,,,5
